Item,Area,Population,Country area,Permanent meadows and pastures,GDP per capita in USD,Production,Domestic supply quantity,Export Quantity,Time
"Meat, Other",Bulgaria,8547.0,11099.0,1493.0,1029.050237,3.0,3.0,0.0,1
Pigmeat,Bulgaria,8547.0,11099.0,1493.0,1029.050237,169.0,135.0,24.0,1
Poultry Meat,Bulgaria,8547.0,11099.0,1493.0,1029.050237,111.0,78.0,33.0,1
Bovine Meat,Bulgaria,8597.0,11099.0,1512.0,1196.232688,87.0,80.0,8.0,2
"Meat, Other",Bulgaria,8597.0,11099.0,1512.0,1196.232688,3.0,3.0,0.0,2
Pigmeat,Bulgaria,8597.0,11099.0,1512.0,1196.232688,201.0,174.0,34.0,2
Poultry Meat,Bulgaria,8597.0,11099.0,1512.0,1196.232688,108.0,81.0,27.0,2
Bovine Meat,Bulgaria,8644.0,11099.0,1480.0,1417.550265,99.0,92.0,9.0,3
"Meat, Other",Bulgaria,8644.0,11099.0,1480.0,1417.550265,3.0,2.0,1.0,3
Pigmeat,Bulgaria,8644.0,11099.0,1480.0,1417.550265,185.0,168.0,29.0,3
Poultry Meat,Bulgaria,8644.0,11099.0,1480.0,1417.550265,113.0,92.0,22.0,3
Bovine Meat,Bulgaria,8688.0,11099.0,1550.0,1531.647164,95.0,104.0,1.0,4
"Meat, Other",Bulgaria,8688.0,11099.0,1550.0,1531.647164,3.0,3.0,0.0,4
Pigmeat,Bulgaria,8688.0,11099.0,1550.0,1531.647164,176.0,158.0,26.0,4
Poultry Meat,Bulgaria,8688.0,11099.0,1550.0,1531.647164,131.0,108.0,25.0,4
Bovine Meat,Bulgaria,8727.0,11099.0,1612.0,1343.908397,90.0,104.0,3.0,5
"Meat, Other",Bulgaria,8727.0,11099.0,1612.0,1343.908397,3.0,3.0,0.0,5
Pigmeat,Bulgaria,8727.0,11099.0,1612.0,1343.908397,269.0,245.0,59.0,5
Poultry Meat,Bulgaria,8727.0,11099.0,1612.0,1343.908397,123.0,96.0,28.0,5
Bovine Meat,Bulgaria,8761.0,11099.0,1871.0,1418.145113,100.0,113.0,2.0,6
"Meat, Other",Bulgaria,8761.0,11099.0,1871.0,1418.145113,4.0,4.0,0.0,6
Pigmeat,Bulgaria,8761.0,11099.0,1871.0,1418.145113,317.0,236.0,80.0,6
Poultry Meat,Bulgaria,8761.0,11099.0,1871.0,1418.145113,130.0,103.0,27.0,6
Bovine Meat,Bulgaria,8790.0,11099.0,1893.0,1444.620074,114.0,117.0,5.0,7
"Meat, Other",Bulgaria,8790.0,11099.0,1893.0,1444.620074,4.0,3.0,0.0,7
Pigmeat,Bulgaria,8790.0,11099.0,1893.0,1444.620074,275.0,224.0,52.0,7
Poultry Meat,Bulgaria,8790.0,11099.0,1893.0,1444.620074,148.0,116.0,34.0,7
Bovine Meat,Bulgaria,8816.0,11099.0,1923.0,1560.761297,114.0,113.0,6.0,8
"Meat, Other",Bulgaria,8816.0,11099.0,1923.0,1560.761297,6.0,6.0,1.0,8
Pigmeat,Bulgaria,8816.0,11099.0,1923.0,1560.761297,276.0,235.0,41.0,8
Poultry Meat,Bulgaria,8816.0,11099.0,1923.0,1560.761297,158.0,124.0,35.0,8
Bovine Meat,Bulgaria,8840.0,11099.0,1952.0,1047.153611,118.0,110.0,10.0,9
"Meat, Other",Bulgaria,8840.0,11099.0,1952.0,1047.153611,7.0,6.0,1.0,9
Pigmeat,Bulgaria,8840.0,11099.0,1952.0,1047.153611,307.0,265.0,42.0,9
Poultry Meat,Bulgaria,8840.0,11099.0,1952.0,1047.153611,162.0,131.0,32.0,9
Bovine Meat,Bulgaria,8865.0,11099.0,2004.0,1206.11045,123.0,109.0,18.0,10
"Meat, Other",Bulgaria,8865.0,11099.0,2004.0,1206.11045,6.0,5.0,1.0,10
Pigmeat,Bulgaria,8865.0,11099.0,2004.0,1206.11045,313.0,260.0,53.0,10
Poultry Meat,Bulgaria,8865.0,11099.0,2004.0,1206.11045,145.0,117.0,28.0,10
Bovine Meat,Bulgaria,8891.0,11099.0,2013.0,1385.266415,121.0,110.0,12.0,11
"Meat, Other",Bulgaria,8891.0,11099.0,2013.0,1385.266415,4.0,3.0,1.0,11
Pigmeat,Bulgaria,8891.0,11099.0,2013.0,1385.266415,326.0,285.0,41.0,11
Poultry Meat,Bulgaria,8891.0,11099.0,2013.0,1385.266415,147.0,114.0,33.0,11
Bovine Meat,Bulgaria,8917.0,11099.0,2032.0,1506.519981,126.0,112.0,15.0,12
"Meat, Other",Bulgaria,8917.0,11099.0,2032.0,1506.519981,3.0,2.0,1.0,12
Pigmeat,Bulgaria,8917.0,11099.0,2032.0,1506.519981,324.0,283.0,42.0,12
Poultry Meat,Bulgaria,8917.0,11099.0,2032.0,1506.519981,154.0,122.0,32.0,12
Bovine Meat,Bulgaria,8939.0,11099.0,2036.0,1621.769989,129.0,112.0,19.0,13
"Meat, Other",Bulgaria,8939.0,11099.0,2036.0,1621.769989,3.0,2.0,1.0,13
Pigmeat,Bulgaria,8939.0,11099.0,2036.0,1621.769989,334.0,293.0,42.0,13
Poultry Meat,Bulgaria,8939.0,11099.0,2036.0,1621.769989,160.0,131.0,30.0,13
Bovine Meat,Bulgaria,8955.0,11099.0,2037.0,1740.641184,130.0,117.0,15.0,14
"Meat, Other",Bulgaria,8955.0,11099.0,2037.0,1740.641184,3.0,2.0,1.0,14
Pigmeat,Bulgaria,8955.0,11099.0,2037.0,1740.641184,335.0,271.0,58.0,14
Poultry Meat,Bulgaria,8955.0,11099.0,2037.0,1740.641184,166.0,133.0,34.0,14
Bovine Meat,Bulgaria,8960.0,11099.0,2035.0,1848.509,134.0,125.0,11.0,15
"Meat, Other",Bulgaria,8960.0,11099.0,2035.0,1848.509,2.0,2.0,1.0,15
Pigmeat,Bulgaria,8960.0,11099.0,2035.0,1848.509,334.0,280.0,66.0,15
Poultry Meat,Bulgaria,8960.0,11099.0,2035.0,1848.509,158.0,127.0,31.0,15
Bovine Meat,Bulgaria,8957.0,11099.0,2033.0,1970.599912,130.0,122.0,18.0,16
"Meat, Other",Bulgaria,8957.0,11099.0,2033.0,1970.599912,2.0,1.0,1.0,16
Pigmeat,Bulgaria,8957.0,11099.0,2033.0,1970.599912,372.0,297.0,76.0,16
Poultry Meat,Bulgaria,8957.0,11099.0,2033.0,1970.599912,167.0,138.0,29.0,16
Bovine Meat,Bulgaria,8944.0,11099.0,2035.0,2147.953496,129.0,121.0,15.0,17
"Meat, Other",Bulgaria,8944.0,11099.0,2035.0,2147.953496,2.0,1.0,1.0,17
Pigmeat,Bulgaria,8944.0,11099.0,2035.0,2147.953496,372.0,304.0,69.0,17
Poultry Meat,Bulgaria,8944.0,11099.0,2035.0,2147.953496,169.0,143.0,26.0,17
Bovine Meat,Bulgaria,8919.0,11099.0,2022.0,2475.459995,122.0,127.0,8.0,18
"Meat, Other",Bulgaria,8919.0,11099.0,2022.0,2475.459995,2.0,2.0,1.0,18
Pigmeat,Bulgaria,8919.0,11099.0,2022.0,2475.459995,394.0,330.0,72.0,18
Poultry Meat,Bulgaria,8919.0,11099.0,2022.0,2475.459995,183.0,147.0,38.0,18
Bovine Meat,Bulgaria,8878.0,11099.0,2022.0,2496.742693,125.0,138.0,9.0,19
"Meat, Other",Bulgaria,8878.0,11099.0,2022.0,2496.742693,2.0,2.0,0.0,19
Pigmeat,Bulgaria,8878.0,11099.0,2022.0,2496.742693,412.0,344.0,69.0,19
Poultry Meat,Bulgaria,8878.0,11099.0,2022.0,2496.742693,188.0,153.0,35.0,19
Bovine Meat,Bulgaria,8821.0,11099.0,2003.0,2363.885969,121.0,127.0,4.0,20
"Meat, Other",Bulgaria,8821.0,11099.0,2003.0,2363.885969,3.0,2.0,0.0,20
Pigmeat,Bulgaria,8821.0,11099.0,2003.0,2363.885969,406.0,360.0,47.0,20
Poultry Meat,Bulgaria,8821.0,11099.0,2003.0,2363.885969,182.0,165.0,17.0,20
Bovine Meat,Bulgaria,8745.0,11099.0,1999.0,963.360712,108.0,108.0,0.0,21
"Meat, Other",Bulgaria,8745.0,11099.0,1999.0,963.360712,3.0,3.0,0.0,21
Pigmeat,Bulgaria,8745.0,11099.0,1999.0,963.360712,362.0,340.0,22.0,21
Poultry Meat,Bulgaria,8745.0,11099.0,1999.0,963.360712,100.0,87.0,13.0,21
Bovine Meat,Bulgaria,8654.0,11099.0,1824.0,1093.127083,135.0,131.0,5.0,22
"Meat, Other",Bulgaria,8654.0,11099.0,1824.0,1093.127083,4.0,4.0,0.0,22
Pigmeat,Bulgaria,8654.0,11099.0,1824.0,1093.127083,311.0,303.0,11.0,22
Poultry Meat,Bulgaria,8654.0,11099.0,1824.0,1093.127083,89.0,73.0,16.0,22
Bovine Meat,Bulgaria,8552.0,11099.0,1811.0,1385.456511,117.0,136.0,3.0,23
"Meat, Other",Bulgaria,8552.0,11099.0,1811.0,1385.456511,5.0,4.0,2.0,23
Pigmeat,Bulgaria,8552.0,11099.0,1811.0,1385.456511,277.0,253.0,4.0,23
Poultry Meat,Bulgaria,8552.0,11099.0,1811.0,1385.456511,97.0,87.0,16.0,23
Bovine Meat,Bulgaria,8452.0,11099.0,1942.0,1250.737922,89.0,108.0,4.0,24
"Meat, Other",Bulgaria,8452.0,11099.0,1942.0,1250.737922,5.0,4.0,3.0,24
Pigmeat,Bulgaria,8452.0,11099.0,1942.0,1250.737922,207.0,242.0,7.0,24
Poultry Meat,Bulgaria,8452.0,11099.0,1942.0,1250.737922,92.0,87.0,10.0,24
Bovine Meat,Bulgaria,8358.0,11099.0,1962.0,2240.247358,65.0,89.0,5.0,25
"Meat, Other",Bulgaria,8358.0,11099.0,1962.0,2240.247358,5.0,5.0,2.0,25
Pigmeat,Bulgaria,8358.0,11099.0,1962.0,2240.247358,256.0,259.0,6.0,25
Poultry Meat,Bulgaria,8358.0,11099.0,1962.0,2240.247358,101.0,93.0,13.0,25
Bovine Meat,Bulgaria,8275.0,11099.0,1762.0,1463.42321,79.0,80.0,9.0,26
"Meat, Other",Bulgaria,8275.0,11099.0,1762.0,1463.42321,7.0,5.0,1.0,26
Pigmeat,Bulgaria,8275.0,11099.0,1762.0,1463.42321,252.0,240.0,16.0,26
Poultry Meat,Bulgaria,8275.0,11099.0,1762.0,1463.42321,109.0,102.0,12.0,26
Bovine Meat,Bulgaria,8200.0,11099.0,1706.0,1360.283456,56.0,76.0,5.0,27
"Meat, Other",Bulgaria,8200.0,11099.0,1706.0,1360.283456,13.0,11.0,2.0,27
Pigmeat,Bulgaria,8200.0,11099.0,1706.0,1360.283456,227.0,223.0,15.0,27
Poultry Meat,Bulgaria,8200.0,11099.0,1706.0,1360.283456,109.0,110.0,12.0,27
Bovine Meat,Bulgaria,8131.0,11099.0,1829.0,1825.277943,55.0,84.0,4.0,28
"Meat, Other",Bulgaria,8131.0,11099.0,1829.0,1825.277943,5.0,6.0,2.0,28
Pigmeat,Bulgaria,8131.0,11099.0,1829.0,1825.277943,248.0,267.0,1.0,28
Poultry Meat,Bulgaria,8131.0,11099.0,1829.0,1825.277943,113.0,127.0,11.0,28
Bovine Meat,Bulgaria,8066.0,11099.0,1820.0,1670.739231,62.0,85.0,2.0,29
"Meat, Other",Bulgaria,8066.0,11099.0,1820.0,1670.739231,6.0,5.0,1.0,29
Pigmeat,Bulgaria,8066.0,11099.0,1820.0,1670.739231,267.0,198.0,0.0,29
Poultry Meat,Bulgaria,8066.0,11099.0,1820.0,1670.739231,115.0,122.0,4.0,29
Bovine Meat,Bulgaria,8001.0,11099.0,1804.0,1635.774901,61.0,70.0,2.0,30
"Meat, Other",Bulgaria,8001.0,11099.0,1804.0,1635.774901,7.0,5.0,2.0,30
Pigmeat,Bulgaria,8001.0,11099.0,1804.0,1635.774901,243.0,195.0,0.0,30
Poultry Meat,Bulgaria,8001.0,11099.0,1804.0,1635.774901,115.0,131.0,7.0,30
Bovine Meat,Bulgaria,7935.0,11099.0,1786.0,1765.23914,69.0,88.0,1.0,31
"Meat, Other",Bulgaria,7935.0,11099.0,1786.0,1765.23914,5.0,4.0,1.0,31
Pigmeat,Bulgaria,7935.0,11099.0,1786.0,1765.23914,237.0,163.0,1.0,31
Poultry Meat,Bulgaria,7935.0,11099.0,1786.0,1765.23914,120.0,142.0,6.0,31
Bovine Meat,Bulgaria,7870.0,11099.0,1742.0,2056.856285,24.0,52.0,1.0,32
"Meat, Other",Bulgaria,7870.0,11099.0,1742.0,2056.856285,5.0,4.0,1.0,32
Pigmeat,Bulgaria,7870.0,11099.0,1742.0,2056.856285,62.0,158.0,0.0,32
Poultry Meat,Bulgaria,7870.0,11099.0,1742.0,2056.856285,131.0,163.0,6.0,32
Bovine Meat,Bulgaria,7807.0,11099.0,1789.0,2670.580037,29.0,58.0,1.0,33
"Meat, Other",Bulgaria,7807.0,11099.0,1789.0,2670.580037,4.0,3.0,2.0,33
Pigmeat,Bulgaria,7807.0,11099.0,1789.0,2670.580037,71.0,166.0,0.0,33
Poultry Meat,Bulgaria,7807.0,11099.0,1789.0,2670.580037,71.0,111.0,7.0,33
Bovine Meat,Bulgaria,7745.0,11100.0,1806.0,3325.708294,31.0,74.0,1.0,34
"Meat, Other",Bulgaria,7745.0,11100.0,1806.0,3325.708294,6.0,5.0,1.0,34
Pigmeat,Bulgaria,7745.0,11100.0,1806.0,3325.708294,78.0,173.0,0.0,34
Poultry Meat,Bulgaria,7745.0,11100.0,1806.0,3325.708294,84.0,126.0,9.0,34
Bovine Meat,Bulgaria,7683.0,11100.0,1904.0,3821.853038,30.0,97.0,1.0,35
"Meat, Other",Bulgaria,7683.0,11100.0,1904.0,3821.853038,6.0,5.0,2.0,35
Pigmeat,Bulgaria,7683.0,11100.0,1904.0,3821.853038,75.0,137.0,1.0,35
Poultry Meat,Bulgaria,7683.0,11100.0,1904.0,3821.853038,98.0,133.0,12.0,35
Bovine Meat,Bulgaria,7623.0,11100.0,1876.0,4427.035975,23.0,105.0,1.0,36
"Meat, Other",Bulgaria,7623.0,11100.0,1876.0,4427.035975,7.0,6.0,1.0,36
Pigmeat,Bulgaria,7623.0,11100.0,1876.0,4427.035975,75.0,99.0,1.0,36
Poultry Meat,Bulgaria,7623.0,11100.0,1876.0,4427.035975,107.0,138.0,12.0,36
Bovine Meat,Bulgaria,7563.0,11100.0,1842.0,5752.474864,22.0,38.0,5.0,37
"Meat, Other",Bulgaria,7563.0,11100.0,1842.0,5752.474864,6.0,7.0,4.0,37
Pigmeat,Bulgaria,7563.0,11100.0,1842.0,5752.474864,76.0,149.0,1.0,37
Poultry Meat,Bulgaria,7563.0,11100.0,1842.0,5752.474864,116.0,146.0,12.0,37
Bovine Meat,Bulgaria,7504.0,11100.0,1829.0,7093.012839,20.0,39.0,3.0,38
"Meat, Other",Bulgaria,7504.0,11100.0,1829.0,7093.012839,6.0,14.0,3.0,38
Pigmeat,Bulgaria,7504.0,11100.0,1829.0,7093.012839,74.0,166.0,2.0,38
Poultry Meat,Bulgaria,7504.0,11100.0,1829.0,7093.012839,109.0,152.0,11.0,38
Bovine Meat,Bulgaria,7446.0,11100.0,1719.0,6814.098779,22.0,37.0,2.0,39
"Meat, Other",Bulgaria,7446.0,11100.0,1719.0,6814.098779,6.0,13.0,1.0,39
Pigmeat,Bulgaria,7446.0,11100.0,1719.0,6814.098779,74.0,188.0,3.0,39
Poultry Meat,Bulgaria,7446.0,11100.0,1719.0,6814.098779,130.0,164.0,29.0,39
Bovine Meat,Bulgaria,7592.27,11100.0,1702.0,6675.518978,20.0,36.0,1.0,40
"Meat, Other",Bulgaria,7592.27,11100.0,1702.0,6675.518978,7.0,6.0,2.0,40
Pigmeat,Bulgaria,7592.27,11100.0,1702.0,6675.518978,70.0,195.0,7.0,40
Poultry Meat,Bulgaria,7592.27,11100.0,1702.0,6675.518978,107.0,163.0,43.0,40
Bovine Meat,Bulgaria,7543.13,11100.0,1678.0,7646.682087,21.0,33.0,1.0,41
"Meat, Other",Bulgaria,7543.13,11100.0,1678.0,7646.682087,7.0,6.0,4.0,41
Pigmeat,Bulgaria,7543.13,11100.0,1678.0,7646.682087,73.0,207.0,11.0,41
Poultry Meat,Bulgaria,7543.13,11100.0,1678.0,7646.682087,104.0,159.0,44.0,41
Bovine Meat,Bulgaria,7488.34,11100.0,1647.0,7251.145291,21.0,29.0,1.0,42
"Meat, Other",Bulgaria,7488.34,11100.0,1647.0,7251.145291,5.0,6.0,3.0,42
Pigmeat,Bulgaria,7488.34,11100.0,1647.0,7251.145291,73.0,188.0,13.0,42
Poultry Meat,Bulgaria,7488.34,11100.0,1647.0,7251.145291,108.0,160.0,43.0,42
Bovine Meat,Bulgaria,7431.17,11100.0,1381.0,7510.447193,19.0,28.0,1.0,43
"Meat, Other",Bulgaria,7431.17,11100.0,1381.0,7510.447193,5.0,6.0,3.0,43
Pigmeat,Bulgaria,7431.17,11100.0,1381.0,7510.447193,73.0,188.0,10.0,43
Poultry Meat,Bulgaria,7431.17,11100.0,1381.0,7510.447193,98.0,156.0,34.0,43
Bovine Meat,Bulgaria,7372.14,11100.0,1364.0,7743.022812,18.0,29.0,3.0,44
"Meat, Other",Bulgaria,7372.14,11100.0,1364.0,7743.022812,5.0,5.0,4.0,44
Pigmeat,Bulgaria,7372.14,11100.0,1364.0,7743.022812,67.0,199.0,8.0,44
Poultry Meat,Bulgaria,7372.14,11100.0,1364.0,7743.022812,102.0,157.0,42.0,44
Bovine Meat,Bulgaria,7309.25,11100.0,1368.7,6947.635034,19.0,29.0,3.0,45
"Meat, Other",Bulgaria,7309.25,11100.0,1368.7,6947.635034,5.0,4.0,4.0,45
Pigmeat,Bulgaria,7309.25,11100.0,1368.7,6947.635034,69.0,200.0,9.0,45
Poultry Meat,Bulgaria,7309.25,11100.0,1368.7,6947.635034,106.0,157.0,39.0,45
Bovine Meat,Bulgaria,7245.98,11100.0,1384.0,7445.87598,18.0,29.0,5.0,46
"Meat, Other",Bulgaria,7245.98,11100.0,1384.0,7445.87598,6.0,4.0,4.0,46
Pigmeat,Bulgaria,7245.98,11100.0,1384.0,7445.87598,73.0,202.0,11.0,46
Poultry Meat,Bulgaria,7245.98,11100.0,1384.0,7445.87598,109.0,159.0,41.0,46
Bovine Meat,Bulgaria,7182.43,11100.0,1392.35,8242.455771,17.0,27.0,2.0,47
"Meat, Other",Bulgaria,7182.43,11100.0,1392.35,8242.455771,5.0,4.0,4.0,47
Pigmeat,Bulgaria,7182.43,11100.0,1392.35,8242.455771,75.0,207.0,14.0,47
Poultry Meat,Bulgaria,7182.43,11100.0,1392.35,8242.455771,107.0,157.0,45.0,47
Bovine Meat,Bulgaria,7117.43,11100.0,1399.0,9323.852926,16.0,25.0,1.0,48
"Meat, Other",Bulgaria,7117.43,11100.0,1399.0,9323.852926,6.0,4.0,5.0,48
Pigmeat,Bulgaria,7117.43,11100.0,1399.0,9323.852926,82.0,225.0,18.0,48
Poultry Meat,Bulgaria,7117.43,11100.0,1399.0,9323.852926,118.0,160.0,46.0,48
Bovine Meat,Bulgaria,7052.53,11100.0,1408.0,9771.556105,18.0,30.0,1.0,49
"Meat, Other",Bulgaria,7052.53,11100.0,1408.0,9771.556105,5.0,5.0,3.0,49
Pigmeat,Bulgaria,7052.53,11100.0,1408.0,9771.556105,82.0,221.0,18.0,49
Poultry Meat,Bulgaria,7052.53,11100.0,1408.0,9771.556105,109.0,162.0,43.0,49
Bovine Meat,Bulgaria,6979.18,11100.0,1404.0,10064.072069,17.0,25.0,2.0,50
"Meat, Other",Bulgaria,6979.18,11100.0,1404.0,10064.072069,6.0,4.0,4.0,50
Pigmeat,Bulgaria,6979.18,11100.0,1404.0,10064.072069,66.0,209.0,20.0,50
Poultry Meat,Bulgaria,6979.18,11100.0,1404.0,10064.072069,107.0,150.0,35.0,50
Bovine Meat,Bulgaria,6885.87,11100.0,1397.0793,12207.257715,18.0,29.0,2.0,51
"Meat, Other",Bulgaria,6885.87,11100.0,1397.0793,12207.257715,6.0,4.0,4.0,51
Pigmeat,Bulgaria,6885.87,11100.0,1397.0793,12207.257715,81.0,238.0,22.0,51
Poultry Meat,Bulgaria,6885.87,11100.0,1397.0793,12207.257715,111.0,147.0,41.0,51
Bovine Meat,Croatia,4788.0,5654.0,1079.0,2553.439844,37.0,39.0,13.0,22
"Meat, Other",Croatia,4788.0,5654.0,1079.0,2553.439844,4.0,4.0,0.0,22
Pigmeat,Croatia,4788.0,5654.0,1079.0,2553.439844,65.0,85.0,4.0,22
Poultry Meat,Croatia,4788.0,5654.0,1079.0,2553.439844,40.0,40.0,13.0,22
Bovine Meat,Croatia,4762.0,5654.0,1093.0,2710.228853,34.0,38.0,5.0,23
"Meat, Other",Croatia,4762.0,5654.0,1093.0,2710.228853,4.0,3.0,1.0,23
Pigmeat,Croatia,4762.0,5654.0,1093.0,2710.228853,60.0,70.0,6.0,23
Poultry Meat,Croatia,4762.0,5654.0,1093.0,2710.228853,36.0,31.0,11.0,23
Bovine Meat,Croatia,4729.0,5654.0,1091.0,3605.390656,28.0,36.0,7.0,24
"Meat, Other",Croatia,4729.0,5654.0,1091.0,3605.390656,3.0,3.0,1.0,24
Pigmeat,Croatia,4729.0,5654.0,1091.0,3605.390656,60.0,77.0,6.0,24
Poultry Meat,Croatia,4729.0,5654.0,1091.0,3605.390656,40.0,34.0,8.0,24
Bovine Meat,Croatia,4690.0,5654.0,1099.0,4710.475039,26.0,33.0,5.0,25
"Meat, Other",Croatia,4690.0,5654.0,1099.0,4710.475039,3.0,3.0,1.0,25
Pigmeat,Croatia,4690.0,5654.0,1099.0,4710.475039,56.0,85.0,7.0,25
Poultry Meat,Croatia,4690.0,5654.0,1099.0,4710.475039,39.0,37.0,4.0,25
Bovine Meat,Croatia,4648.0,5661.0,824.0,5044.484931,22.0,20.0,10.0,26
"Meat, Other",Croatia,4648.0,5661.0,824.0,5044.484931,3.0,3.0,1.0,26
Pigmeat,Croatia,4648.0,5661.0,824.0,5044.484931,56.0,80.0,9.0,26
Poultry Meat,Croatia,4648.0,5661.0,824.0,5044.484931,37.0,32.0,6.0,26
Bovine Meat,Croatia,4602.0,5661.0,833.0,5100.351683,26.0,33.0,4.0,27
"Meat, Other",Croatia,4602.0,5661.0,833.0,5100.351683,3.0,3.0,1.0,27
Pigmeat,Croatia,4602.0,5661.0,833.0,5100.351683,55.0,79.0,10.0,27
Poultry Meat,Croatia,4602.0,5661.0,833.0,5100.351683,38.0,34.0,4.0,27
Bovine Meat,Croatia,4555.0,5654.0,830.0,5521.99709,26.0,26.0,6.0,28
"Meat, Other",Croatia,4555.0,5654.0,830.0,5521.99709,4.0,3.0,1.0,28
Pigmeat,Croatia,4555.0,5654.0,830.0,5521.99709,60.0,72.0,4.0,28
Poultry Meat,Croatia,4555.0,5654.0,830.0,5521.99709,33.0,28.0,5.0,28
Bovine Meat,Croatia,4512.0,5654.0,835.0,5130.783876,28.0,29.0,5.0,29
"Meat, Other",Croatia,4512.0,5654.0,835.0,5130.783876,3.0,3.0,0.0,29
Pigmeat,Croatia,4512.0,5654.0,835.0,5130.783876,64.0,84.0,4.0,29
Poultry Meat,Croatia,4512.0,5654.0,835.0,5130.783876,32.0,30.0,5.0,29
Bovine Meat,Croatia,4475.0,5654.0,258.0,4794.586701,28.0,31.0,4.0,30
"Meat, Other",Croatia,4475.0,5654.0,258.0,4794.586701,3.0,3.0,0.0,30
Pigmeat,Croatia,4475.0,5654.0,258.0,4794.586701,64.0,92.0,3.0,30
Poultry Meat,Croatia,4475.0,5654.0,258.0,4794.586701,33.0,31.0,4.0,30
Bovine Meat,Croatia,4447.0,5654.0,255.0,5161.039938,26.0,24.0,3.0,31
"Meat, Other",Croatia,4447.0,5654.0,255.0,5161.039938,3.0,3.0,0.0,31
Pigmeat,Croatia,4447.0,5654.0,255.0,5161.039938,64.0,96.0,2.0,31
Poultry Meat,Croatia,4447.0,5654.0,255.0,5161.039938,34.0,32.0,6.0,31
Bovine Meat,Croatia,4426.0,5654.0,253.0,6041.949969,27.0,26.0,2.0,32
"Meat, Other",Croatia,4426.0,5654.0,253.0,6041.949969,3.0,3.0,0.0,32
Pigmeat,Croatia,4426.0,5654.0,253.0,6041.949969,65.0,105.0,3.0,32
Poultry Meat,Croatia,4426.0,5654.0,253.0,6041.949969,43.0,41.0,6.0,32
Bovine Meat,Croatia,4411.0,5659.4,261.0,7850.664823,28.0,28.0,2.0,33
"Meat, Other",Croatia,4411.0,5659.4,261.0,7850.664823,3.0,3.0,0.0,33
Pigmeat,Croatia,4411.0,5659.4,261.0,7850.664823,62.0,103.0,3.0,33
Poultry Meat,Croatia,4411.0,5659.4,261.0,7850.664823,50.0,48.0,6.0,33
Bovine Meat,Croatia,4400.0,5659.0,259.0,9455.355754,32.0,34.0,3.0,34
"Meat, Other",Croatia,4400.0,5659.0,259.0,9455.355754,3.0,3.0,1.0,34
Pigmeat,Croatia,4400.0,5659.0,259.0,9455.355754,80.0,124.0,6.0,34
Poultry Meat,Croatia,4400.0,5659.0,259.0,9455.355754,51.0,50.0,7.0,34
Bovine Meat,Croatia,4389.0,5659.0,265.0,10347.269975,33.0,32.0,3.0,35
"Meat, Other",Croatia,4389.0,5659.0,265.0,10347.269975,3.0,2.0,1.0,35
Pigmeat,Croatia,4389.0,5659.0,265.0,10347.269975,112.0,139.0,6.0,35
Poultry Meat,Croatia,4389.0,5659.0,265.0,10347.269975,41.0,39.0,7.0,35
Bovine Meat,Croatia,4379.0,5659.0,273.0,11525.595512,36.0,39.0,4.0,36
"Meat, Other",Croatia,4379.0,5659.0,273.0,11525.595512,3.0,2.0,1.0,36
Pigmeat,Croatia,4379.0,5659.0,273.0,11525.595512,112.0,166.0,5.0,36
Poultry Meat,Croatia,4379.0,5659.0,273.0,11525.595512,39.0,40.0,5.0,36
Bovine Meat,Croatia,4369.0,5659.0,270.0,13764.954906,33.0,38.0,4.0,37
"Meat, Other",Croatia,4369.0,5659.0,270.0,13764.954906,3.0,3.0,0.0,37
Pigmeat,Croatia,4369.0,5659.0,270.0,13764.954906,128.0,182.0,6.0,37
Poultry Meat,Croatia,4369.0,5659.0,270.0,13764.954906,41.0,46.0,6.0,37
Bovine Meat,Croatia,4360.0,5659.0,342.4,16146.728308,36.0,42.0,4.0,38
"Meat, Other",Croatia,4360.0,5659.0,342.4,16146.728308,3.0,3.0,0.0,38
Pigmeat,Croatia,4360.0,5659.0,342.4,16146.728308,121.0,177.0,8.0,38
Poultry Meat,Croatia,4360.0,5659.0,342.4,16146.728308,41.0,46.0,7.0,38
Bovine Meat,Croatia,4350.0,5659.0,343.3,14450.59665,37.0,45.0,5.0,39
"Meat, Other",Croatia,4350.0,5659.0,343.3,14450.59665,3.0,3.0,0.0,39
Pigmeat,Croatia,4350.0,5659.0,343.3,14450.59665,131.0,195.0,10.0,39
Poultry Meat,Croatia,4350.0,5659.0,343.3,14450.59665,38.0,45.0,8.0,39
Bovine Meat,Croatia,4368.68,5659.0,345.4,13887.962384,38.0,40.0,7.0,40
"Meat, Other",Croatia,4368.68,5659.0,345.4,13887.962384,3.0,3.0,0.0,40
Pigmeat,Croatia,4368.68,5659.0,345.4,13887.962384,121.0,181.0,9.0,40
Poultry Meat,Croatia,4368.68,5659.0,345.4,13887.962384,29.0,36.0,9.0,40
Bovine Meat,Croatia,4351.84,5659.0,346.4,14570.451018,36.0,40.0,6.0,41
"Meat, Other",Croatia,4351.84,5659.0,346.4,14570.451018,3.0,3.0,0.0,41
Pigmeat,Croatia,4351.84,5659.0,346.4,14570.451018,120.0,183.0,9.0,41
Poultry Meat,Croatia,4351.84,5659.0,346.4,14570.451018,28.0,32.0,10.0,41
Bovine Meat,Croatia,4331.6,5659.0,345.6,13244.396185,47.0,55.0,3.0,42
